codigo,nome,cnpj_cpf,conta,servico_principal,servicos_adicionais,regime,mensalidade,faturamento_anual,data_inicio,responsavel,nps
CLI-01268,Cliente 1268,00.100.012/0001-00,Papaya,Legalização,Certificado Digital,MEI,4703,6788052,2023-03-17,Maria Santos,4
CLI-01269,Cliente 1269,00.100.012/0001-00,Zov,BPO Financeiro,N/A,MEI,7344,1769713,2023-10-03,Maria Santos,4
CLI-01270,Cliente 1270,00.100.012/0001-00,Papaya,Certificado Digital,Legalização,N/A,8460,5599965,2023-09-20,Ana Silva,4
CLI-01271,Cliente 1271,00.100.012/0001-00,Papaya,Contabilidade,N/A,Simples Nacional,8770,2674943,2024-06-24,Carlos Souza,4
CLI-01272,Cliente 1272,00.100.012/0001-00,Zov,Legalização,Certificado Digital,Simples Nacional,3414,5793630,2023-03-09,Maria Santos,6
CLI-01273,Cliente 1273,00.100.012/0001-00,Mdias,Legalização,N/A,Lucro Presumido,3606,5584203,2024-06-15,Ana Silva,9
CLI-01274,Cliente 1274,00.100.012/0001-00,Papaya,Contabilidade,N/A,Lucro Presumido,5523,6751693,2023-02-27,Ana Silva,3
CLI-01275,Cliente 1275,00.100.012/0001-00,Zov,Contabilidade,Legalização,Lucro Real,8151,7356495,2022-06-01,Ana Silva,1
CLI-01276,Cliente 1276,00.100.012/0001-00,Papaya,Legalização,N/A,MEI,2509,6279669,2023-12-26,Carlos Souza,5
CLI-01277,Cliente 1277,00.100.012/0001-00,Mdias,BPO Financeiro,N/A,Lucro Presumido,5018,5425319,2024-03-16,João Silva,8
CLI-01278,Cliente 1278,00.100.012/0001-00,Zov,Legalização,N/A,N/A,3760,6133828,2022-09-11,João Silva,7
CLI-01279,Cliente 1279,00.100.012/0001-00,Zov,Contabilidade,Legalização,Simples Nacional,6369,1340470,2024-11-20,João Silva,9
CLI-01280,Cliente 1280,00.100.012/0001-00,Mdias,BPO Financeiro,N/A,Lucro Presumido,8420,4437495,2023-04-06,Carlos Souza,5
CLI-01281,Cliente 1281,00.100.012/0001-00,Mdias,Legalização,N/A,Lucro Presumido,8165,1284768,2023-09-04,Maria Santos,4
CLI-01282,Cliente 1282,00.100.012/0001-00,Papaya,BPO Financeiro,N/A,Lucro Presumido,2494,5297331,2024-04-27,Maria Santos,2
CLI-01283,Cliente 1283,00.100.012/0001-00,Papaya,Contabilidade,N/A,Lucro Presumido,8269,6489520,2023-09-15,Ana Silva,5
CLI-01284,Cliente 1284,00.100.012/0001-00,Papaya,BPO RH,N/A,Simples Nacional,2326,6268529,2023-01-01,Ana Silva,8
CLI-01285,Cliente 1285,00.100.012/0001-00,Mdias,Certificado Digital,N/A,MEI,8814,3050365,2023-10-18,Carlos Souza,3
CLI-01286,Cliente 1286,00.100.012/0001-00,Papaya,Legalização,BPO RH,Lucro Real,8805,3095084,2024-05-01,Carlos Souza,9
CLI-01287,Cliente 1287,00.100.012/0001-00,Papaya,BPO Financeiro,Legalização,Lucro Real,433,1064810,2024-06-09,Maria Santos,5
CLI-01288,Cliente 1288,00.100.012/0001-00,Mdias,Legalização,N/A,Lucro Real,488,1924641,2024-06-13,Ana Silva,5
CLI-01289,Cliente 1289,00.100.012/0001-00,Papaya,Certificado Digital,N/A,N/A,1173,7950264,2024-10-23,João Silva,3
CLI-01290,Cliente 1290,00.100.012/0001-00,Mdias,BPO Financeiro,Contabilidade,Simples Nacional,6736,3736834,2024-08-22,Ana Silva,2
CLI-01291,Cliente 1291,00.100.012/0001-00,Papaya,BPO RH,N/A,N/A,8026,4055322,2023-11-09,Maria Santos,9
CLI-01292,Cliente 1292,00.100.012/0001-00,Papaya,Legalização,BPO RH,Lucro Real,4986,539155,2024-11-02,Carlos Souza,7
CLI-01293,Cliente 1293,00.100.012/0001-00,Zov,Contabilidade,N/A,Simples Nacional,5090,5882224,2024-08-19,Ana Silva,1
CLI-01294,Cliente 1294,00.100.012/0001-00,Zov,Certificado Digital,N/A,Lucro Real,2645,666448,2022-12-26,João Silva,2
CLI-01295,Cliente 1295,00.100.012/0001-00,Zov,Contabilidade,N/A,Lucro Real,1047,3548365,2024-01-14,João Silva,7
CLI-01296,Cliente 1296,00.100.012/0001-00,Papaya,BPO Financeiro,N/A,N/A,2545,4690838,2023-05-11,Carlos Souza,0
CLI-01297,Cliente 1297,00.100.012/0001-00,Papaya,Certificado Digital,N/A,Lucro Real,7587,479554,2024-11-06,Maria Santos,4
CLI-01298,Cliente 1298,00.100.012/0001-00,Papaya,Legalização,Certificado Digital,MEI,9089,3181119,2024-07-18,Ana Silva,10
CLI-01299,Cliente 1299,00.100.012/0001-00,Mdias,BPO Financeiro,N/A,MEI,9262,567684,2024-06-25,Carlos Souza,8
CLI-01300,Cliente 1300,00.100.013/0001-00,Zov,BPO Financeiro,N/A,N/A,7697,3977364,2024-03-08,Maria Santos,7
CLI-01301,Cliente 1301,00.100.013/0001-00,Mdias,Certificado Digital,BPO RH,Simples Nacional,1055,4272510,2024-11-17,Carlos Souza,5
CLI-01302,Cliente 1302,00.100.013/0001-00,Papaya,Legalização,N/A,Lucro Presumido,4033,2891942,2024-01-22,João Silva,9
CLI-01303,Cliente 1303,00.100.013/0001-00,Papaya,Legalização,Contabilidade,Lucro Presumido,2674,6082342,2023-10-26,Maria Santos,6
CLI-01304,Cliente 1304,00.100.013/0001-00,Mdias,Certificado Digital,BPO RH,Lucro Real,4554,6634552,2023-09-15,João Silva,3
CLI-01305,Cliente 1305,00.100.013/0001-00,Mdias,Legalização,N/A,Simples Nacional,4206,6750876,2023-04-16,Maria Santos,9
CLI-01306,Cliente 1306,00.100.013/0001-00,Zov,BPO Financeiro,N/A,Lucro Real,992,157165,2024-08-08,Carlos Souza,4
CLI-01307,Cliente 1307,00.100.013/0001-00,Papaya,Contabilidade,BPO Financeiro,Lucro Real,5025,6378981,2024-09-23,Maria Santos,2
CLI-01308,Cliente 1308,00.100.013/0001-00,Mdias,BPO RH,N/A,MEI,7711,5446877,2022-05-05,João Silva,0
CLI-01309,Cliente 1309,00.100.013/0001-00,Mdias,Legalização,BPO RH,Lucro Presumido,3208,1124912,2024-07-14,Carlos Souza,2
CLI-01310,Cliente 1310,00.100.013/0001-00,Papaya,Legalização,N/A,N/A,5667,7222429,2023-08-23,Ana Silva,5
CLI-01311,Cliente 1311,00.100.013/0001-00,Zov,BPO RH,N/A,MEI,2681,1715891,2022-10-06,Ana Silva,3
CLI-01312,Cliente 1312,00.100.013/0001-00,Zov,Legalização,N/A,Lucro Presumido,5076,7274702,2023-04-21,Maria Santos,9
CLI-01313,Cliente 1313,00.100.013/0001-00,Zov,Contabilidade,N/A,Simples Nacional,3173,6602545,2024-08-06,Carlos Souza,1
CLI-01314,Cliente 1314,00.100.013/0001-00,Mdias,Certificado Digital,N/A,Lucro Real,7694,1829128,2024-01-04,Maria Santos,8
CLI-01315,Cliente 1315,00.100.013/0001-00,Papaya,Contabilidade,N/A,MEI,6290,2863023,2024-04-14,Carlos Souza,8
CLI-01316,Cliente 1316,00.100.013/0001-00,Papaya,Certificado Digital,N/A,Lucro Real,2948,2917657,2023-06-11,Ana Silva,5
CLI-01317,Cliente 1317,00.100.013/0001-00,Mdias,BPO RH,N/A,MEI,6293,6286649,2024-12-25,Maria Santos,2
CLI-01318,Cliente 1318,00.100.013/0001-00,Zov,BPO Financeiro,Contabilidade,Lucro Presumido,6380,7489077,2024-02-15,Carlos Souza,1
CLI-01319,Cliente 1319,00.100.013/0001-00,Mdias,BPO Financeiro,Certificado Digital,N/A,6760,3484179,2022-05-05,Ana Silva,3
CLI-01320,Cliente 1320,00.100.013/0001-00,Zov,Legalização,BPO Financeiro,Simples Nacional,9261,6853237,2022-10-23,Carlos Souza,5
CLI-01321,Cliente 1321,00.100.013/0001-00,Zov,Contabilidade,N/A,Lucro Presumido,5787,2071465,2024-07-15,Maria Santos,1
CLI-01322,Cliente 1322,00.100.013/0001-00,Zov,Contabilidade,BPO RH,Simples Nacional,3036,5612812,2023-11-21,Ana Silva,2
CLI-01323,Cliente 1323,00.100.013/0001-00,Zov,BPO Financeiro,N/A,N/A,3661,3937466,2023-05-24,Carlos Souza,5
CLI-01324,Cliente 1324,00.100.013/0001-00,Mdias,Contabilidade,N/A,Lucro Presumido,625,4107687,2023-06-18,Ana Silva,2
CLI-01325,Cliente 1325,00.100.013/0001-00,Papaya,BPO RH,BPO Financeiro,Lucro Presumido,481,2109240,2023-05-25,Carlos Souza,1
CLI-01326,Cliente 1326,00.100.013/0001-00,Mdias,BPO RH,N/A,N/A,8768,155614,2022-01-14,João Silva,6
CLI-01327,Cliente 1327,00.100.013/0001-00,Zov,BPO RH,N/A,MEI,6989,4924164,2023-06-15,Maria Santos,3
CLI-01328,Cliente 1328,00.100.013/0001-00,Mdias,Certificado Digital,N/A,Lucro Presumido,435,1851414,2024-03-03,Maria Santos,9
CLI-01329,Cliente 1329,00.100.013/0001-00,Zov,Certificado Digital,N/A,N/A,9063,52713,2024-05-09,Maria Santos,2
CLI-01330,Cliente 1330,00.100.013/0001-00,Mdias,Contabilidade,N/A,MEI,8234,3443040,2023-04-01,Carlos Souza,3
CLI-01331,Cliente 1331,00.100.013/0001-00,Zov,Contabilidade,N/A,Lucro Presumido,1464,5387905,2024-08-06,Ana Silva,4
CLI-01332,Cliente 1332,00.100.013/0001-00,Mdias,Certificado Digital,N/A,Simples Nacional,3873,3760167,2024-05-04,Ana Silva,7
CLI-01333,Cliente 1333,00.100.013/0001-00,Zov,BPO RH,Contabilidade,Simples Nacional,536,2231719,2022-04-09,Maria Santos,5
CLI-01334,Cliente 1334,00.100.013/0001-00,Mdias,BPO RH,Legalização,Lucro Real,1334,3120209,2023-09-15,João Silva,2
CLI-01335,Cliente 1335,00.100.013/0001-00,Papaya,BPO RH,Contabilidade,Simples Nacional,7930,1218574,2024-05-04,Maria Santos,4
CLI-01336,Cliente 1336,00.100.013/0001-00,Papaya,BPO RH,N/A,Lucro Real,7575,1088312,2023-12-02,João Silva,9
CLI-01337,Cliente 1337,00.100.013/0001-00,Zov,Legalização,Contabilidade,N/A,9247,3570178,2023-08-24,João Silva,0
CLI-01338,Cliente 1338,00.100.013/0001-00,Papaya,Certificado Digital,N/A,MEI,5641,2776467,2023-12-25,Carlos Souza,1
CLI-01339,Cliente 1339,00.100.013/0001-00,Zov,Contabilidade,N/A,Lucro Real,7498,5897199,2024-11-23,Maria Santos,5
CLI-01340,Cliente 1340,00.100.013/0001-00,Papaya,BPO Financeiro,N/A,Simples Nacional,3076,2007311,2023-01-27,Ana Silva,4
CLI-01341,Cliente 1341,00.100.013/0001-00,Papaya,BPO Financeiro,N/A,Lucro Presumido,4331,2001462,2023-09-18,Carlos Souza,7
CLI-01342,Cliente 1342,00.100.013/0001-00,Papaya,Legalização,N/A,Lucro Real,1693,3421713,2022-01-14,Carlos Souza,6
CLI-01343,Cliente 1343,00.100.013/0001-00,Mdias,BPO Financeiro,Contabilidade,MEI,4423,6657171,2024-08-17,Maria Santos,3
CLI-01344,Cliente 1344,00.100.013/0001-00,Zov,Contabilidade,N/A,Lucro Presumido,7812,6714064,2022-04-23,Ana Silva,7
CLI-01345,Cliente 1345,00.100.013/0001-00,Zov,Contabilidade,N/A,Lucro Presumido,4002,3698759,2024-05-26,Ana Silva,5
CLI-01346,Cliente 1346,00.100.013/0001-00,Mdias,Legalização,N/A,Lucro Real,9312,4627629,2024-10-24,Maria Santos,10
CLI-01347,Cliente 1347,00.100.013/0001-00,Mdias,BPO RH,N/A,MEI,5488,4246090,2023-06-26,Maria Santos,8
CLI-01348,Cliente 1348,00.100.013/0001-00,Mdias,Certificado Digital,N/A,N/A,2280,5469906,2023-03-05,Maria Santos,9
CLI-01349,Cliente 1349,00.100.013/0001-00,Zov,Legalização,N/A,Simples Nacional,8193,3302239,2024-07-05,João Silva,9
CLI-01350,Cliente 1350,00.100.013/0001-00,Mdias,BPO RH,N/A,N/A,4482,5950214,2022-08-16,Ana Silva,8
CLI-01351,Cliente 1351,00.100.013/0001-00,Papaya,Contabilidade,N/A,N/A,5319,3338294,2023-06-16,Maria Santos,6
CLI-01352,Cliente 1352,00.100.013/0001-00,Papaya,Legalização,N/A,Lucro Presumido,2221,6383772,2024-12-13,Ana Silva,3
CLI-01353,Cliente 1353,00.100.013/0001-00,Papaya,BPO Financeiro,BPO RH,N/A,434,148226,2024-02-08,Maria Santos,9
CLI-01354,Cliente 1354,00.100.013/0001-00,Zov,Certificado Digital,N/A,Lucro Presumido,3730,3203268,2022-12-17,João Silva,6
CLI-01355,Cliente 1355,00.100.013/0001-00,Mdias,Contabilidade,Certificado Digital,N/A,2872,1601011,2024-09-19,Maria Santos,10
CLI-01356,Cliente 1356,00.100.013/0001-00,Papaya,BPO RH,BPO Financeiro,Lucro Presumido,3210,1578791,2022-10-06,João Silva,1
CLI-01357,Cliente 1357,00.100.013/0001-00,Mdias,Legalização,N/A,N/A,5746,3868957,2022-04-01,Maria Santos,9
CLI-01358,Cliente 1358,00.100.013/0001-00,Mdias,Contabilidade,BPO RH,MEI,4323,3458744,2022-03-16,Maria Santos,3
CLI-01359,Cliente 1359,00.100.013/0001-00,Mdias,BPO Financeiro,Certificado Digital,Simples Nacional,2216,4035710,2024-04-27,Carlos Souza,0
CLI-01360,Cliente 1360,00.100.013/0001-00,Zov,Contabilidade,N/A,N/A,6161,1371772,2024-05-16,Maria Santos,4
CLI-01361,Cliente 1361,00.100.013/0001-00,Papaya,BPO RH,Legalização,MEI,7069,1643693,2022-02-16,Maria Santos,0
CLI-01362,Cliente 1362,00.100.013/0001-00,Zov,BPO RH,N/A,MEI,4970,5017189,2024-08-15,Carlos Souza,1
CLI-01363,Cliente 1363,00.100.013/0001-00,Papaya,BPO RH,N/A,Simples Nacional,2254,1044851,2024-06-05,João Silva,0
CLI-01364,Cliente 1364,00.100.013/0001-00,Mdias,Certificado Digital,Legalização,MEI,7176,2526715,2024-12-14,Maria Santos,4
CLI-01365,Cliente 1365,00.100.013/0001-00,Mdias,Legalização,N/A,N/A,9323,476907,2022-10-24,Ana Silva,1
CLI-01366,Cliente 1366,00.100.013/0001-00,Zov,Legalização,N/A,Simples Nacional,3315,5182010,2023-02-18,Maria Santos,7
CLI-01367,Cliente 1367,00.100.013/0001-00,Mdias,Legalização,BPO RH,MEI,7944,3953692,2024-10-19,João Silva,3
CLI-01368,Cliente 1368,00.100.013/0001-00,Papaya,BPO RH,N/A,Lucro Real,2144,4462954,2023-09-18,Carlos Souza,6
CLI-01369,Cliente 1369,00.100.013/0001-00,Papaya,BPO Financeiro,Legalização,Lucro Presumido,8037,7161767,2024-04-13,Carlos Souza,6
CLI-01370,Cliente 1370,00.100.013/0001-00,Papaya,Certificado Digital,Contabilidade,Lucro Real,7872,1328430,2024-04-26,Ana Silva,0
CLI-01371,Cliente 1371,00.100.013/0001-00,Papaya,Contabilidade,Legalização,Lucro Presumido,6819,7925959,2024-05-04,João Silva,0
CLI-01372,Cliente 1372,00.100.013/0001-00,Mdias,BPO RH,Legalização,Lucro Presumido,1735,632737,2022-04-15,Ana Silva,5
CLI-01373,Cliente 1373,00.100.013/0001-00,Papaya,BPO RH,N/A,Simples Nacional,5851,1557412,2022-09-25,Ana Silva,6
CLI-01374,Cliente 1374,00.100.013/0001-00,Mdias,BPO RH,BPO Financeiro,Lucro Presumido,1602,3811404,2023-12-15,João Silva,10
CLI-01375,Cliente 1375,00.100.013/0001-00,Mdias,Legalização,N/A,Simples Nacional,4655,7045452,2023-07-01,João Silva,7
CLI-01376,Cliente 1376,00.100.013/0001-00,Mdias,Legalização,BPO RH,Simples Nacional,8792,5856007,2024-06-06,Maria Santos,6
CLI-01377,Cliente 1377,00.100.013/0001-00,Mdias,BPO RH,Legalização,Lucro Real,1357,1866119,2023-04-27,Carlos Souza,7
CLI-01378,Cliente 1378,00.100.013/0001-00,Papaya,Certificado Digital,Contabilidade,N/A,1479,432226,2024-02-10,Ana Silva,2
CLI-01379,Cliente 1379,00.100.013/0001-00,Zov,Certificado Digital,N/A,Lucro Real,4009,1323488,2023-12-25,Carlos Souza,7
CLI-01380,Cliente 1380,00.100.013/0001-00,Papaya,BPO Financeiro,N/A,Lucro Presumido,5042,1511331,2022-08-10,Carlos Souza,7
CLI-01381,Cliente 1381,00.100.013/0001-00,Papaya,Legalização,N/A,Lucro Presumido,3070,1194038,2023-05-05,Carlos Souza,4
CLI-01382,Cliente 1382,00.100.013/0001-00,Mdias,Certificado Digital,N/A,Simples Nacional,8410,4958660,2024-07-15,Maria Santos,8
CLI-01383,Cliente 1383,00.100.013/0001-00,Mdias,BPO RH,N/A,N/A,5783,285207,2022-10-06,Maria Santos,6
CLI-01384,Cliente 1384,00.100.013/0001-00,Papaya,Certificado Digital,Legalização,N/A,6745,6598209,2023-02-01,Ana Silva,3
CLI-01385,Cliente 1385,00.100.013/0001-00,Papaya,Legalização,Contabilidade,Lucro Real,4996,5701038,2023-05-22,Carlos Souza,5
CLI-01386,Cliente 1386,00.100.013/0001-00,Mdias,BPO Financeiro,N/A,Lucro Real,3158,5013502,2024-01-02,Maria Santos,7
CLI-01387,Cliente 1387,00.100.013/0001-00,Mdias,BPO Financeiro,N/A,N/A,1343,6446482,2023-12-13,Maria Santos,1
CLI-01388,Cliente 1388,00.100.013/0001-00,Zov,BPO RH,N/A,Lucro Presumido,5445,978627,2024-05-27,Maria Santos,2
CLI-01389,Cliente 1389,00.100.013/0001-00,Papaya,Legalização,N/A,N/A,1738,1483936,2022-01-19,Ana Silva,3
CLI-01390,Cliente 1390,00.100.013/0001-00,Papaya,BPO RH,Contabilidade,N/A,5151,6237154,2023-02-09,Carlos Souza,5
CLI-01391,Cliente 1391,00.100.013/0001-00,Papaya,Certificado Digital,N/A,Lucro Real,789,816797,2023-02-02,Carlos Souza,2
CLI-01392,Cliente 1392,00.100.013/0001-00,Zov,Contabilidade,N/A,MEI,3578,6930545,2023-09-19,Maria Santos,10
CLI-01393,Cliente 1393,00.100.013/0001-00,Zov,Contabilidade,BPO RH,N/A,1128,7542473,2023-06-09,Maria Santos,4
CLI-01394,Cliente 1394,00.100.013/0001-00,Zov,Contabilidade,N/A,MEI,6450,3760301,2023-08-15,João Silva,10
CLI-01395,Cliente 1395,00.100.013/0001-00,Zov,BPO RH,BPO Financeiro,Lucro Presumido,825,1068185,2024-07-18,Carlos Souza,7
CLI-01396,Cliente 1396,00.100.013/0001-00,Mdias,Legalização,Contabilidade,Simples Nacional,2840,3013475,2024-10-15,Maria Santos,1
CLI-01397,Cliente 1397,00.100.013/0001-00,Papaya,Contabilidade,N/A,Simples Nacional,3850,4396600,2023-03-04,Ana Silva,9
CLI-01398,Cliente 1398,00.100.013/0001-00,Papaya,BPO RH,Certificado Digital,MEI,6578,1479220,2022-03-06,Carlos Souza,3
CLI-01399,Cliente 1399,00.100.013/0001-00,Papaya,Contabilidade,N/A,Lucro Real,6473,3605209,2022-08-22,Maria Santos,9
CLI-01400,Cliente 1400,00.100.014/0001-00,Zov,BPO RH,Legalização,MEI,433,3358814,2024-05-25,Carlos Souza,8
CLI-01401,Cliente 1401,00.100.014/0001-00,Mdias,Contabilidade,Legalização,MEI,8132,6057214,2022-01-09,Maria Santos,3
CLI-01402,Cliente 1402,00.100.014/0001-00,Papaya,BPO RH,Contabilidade,Lucro Presumido,5131,4778265,2024-04-07,Maria Santos,8
CLI-01403,Cliente 1403,00.100.014/0001-00,Zov,BPO Financeiro,N/A,MEI,8974,7377423,2023-05-15,Ana Silva,1
CLI-01404,Cliente 1404,00.100.014/0001-00,Zov,BPO Financeiro,N/A,Simples Nacional,5402,143278,2023-06-06,Ana Silva,9
CLI-01405,Cliente 1405,00.100.014/0001-00,Papaya,BPO RH,N/A,Lucro Real,4344,6888398,2022-11-28,Ana Silva,8
CLI-01406,Cliente 1406,00.100.014/0001-00,Papaya,BPO Financeiro,N/A,Lucro Real,9156,6428232,2022-11-09,Ana Silva,8
CLI-01407,Cliente 1407,00.100.014/0001-00,Zov,Contabilidade,N/A,N/A,8644,1937228,2024-09-26,João Silva,2
CLI-01408,Cliente 1408,00.100.014/0001-00,Mdias,Certificado Digital,BPO RH,MEI,1248,3341888,2023-07-19,Maria Santos,9
CLI-01409,Cliente 1409,00.100.014/0001-00,Zov,Certificado Digital,N/A,N/A,5522,4288903,2023-03-02,João Silva,1
CLI-01410,Cliente 1410,00.100.014/0001-00,Papaya,BPO RH,N/A,Lucro Presumido,7723,3808248,2024-05-23,Maria Santos,5
CLI-01411,Cliente 1411,00.100.014/0001-00,Mdias,BPO RH,Legalização,MEI,8244,7170507,2022-05-27,Carlos Souza,10
CLI-01412,Cliente 1412,00.100.014/0001-00,Zov,BPO RH,N/A,Lucro Presumido,4758,5083242,2022-07-09,Maria Santos,5
CLI-01413,Cliente 1413,00.100.014/0001-00,Mdias,Legalização,BPO RH,N/A,7996,7170400,2022-12-28,Maria Santos,1
CLI-01414,Cliente 1414,00.100.014/0001-00,Mdias,Contabilidade,N/A,Lucro Real,6131,452468,2022-07-09,Ana Silva,7
CLI-01415,Cliente 1415,00.100.014/0001-00,Papaya,Certificado Digital,N/A,Lucro Real,1892,6830967,2023-10-09,Ana Silva,3
CLI-01416,Cliente 1416,00.100.014/0001-00,Papaya,BPO RH,N/A,MEI,7934,3167418,2022-10-20,João Silva,4
CLI-01417,Cliente 1417,00.100.014/0001-00,Mdias,BPO Financeiro,Legalização,Simples Nacional,1489,4984487,2023-04-15,Carlos Souza,10
CLI-01418,Cliente 1418,00.100.014/0001-00,Papaya,Legalização,N/A,Lucro Real,6016,4058572,2023-03-04,Maria Santos,5
CLI-01419,Cliente 1419,00.100.014/0001-00,Mdias,Legalização,BPO RH,Simples Nacional,3249,1331535,2024-07-02,Carlos Souza,9
CLI-01420,Cliente 1420,00.100.014/0001-00,Papaya,BPO Financeiro,N/A,Lucro Presumido,5053,7758601,2023-11-08,Ana Silva,4
CLI-01421,Cliente 1421,00.100.014/0001-00,Zov,Certificado Digital,BPO RH,MEI,6303,427175,2023-03-15,Carlos Souza,4
CLI-01422,Cliente 1422,00.100.014/0001-00,Zov,Contabilidade,N/A,MEI,2002,6623284,2022-10-17,João Silva,3
CLI-01423,Cliente 1423,00.100.014/0001-00,Papaya,Contabilidade,Legalização,MEI,1086,7915511,2022-12-14,Maria Santos,5
CLI-01424,Cliente 1424,00.100.014/0001-00,Papaya,BPO Financeiro,Certificado Digital,Simples Nacional,7064,5413167,2022-07-05,Maria Santos,6
CLI-01425,Cliente 1425,00.100.014/0001-00,Mdias,Contabilidade,N/A,MEI,6694,6287591,2024-01-08,João Silva,1
CLI-01426,Cliente 1426,00.100.014/0001-00,Mdias,Contabilidade,N/A,N/A,2380,6740338,2024-07-24,Carlos Souza,1
CLI-01427,Cliente 1427,00.100.014/0001-00,Papaya,Contabilidade,N/A,N/A,5099,1548440,2023-05-13,Carlos Souza,6
CLI-01428,Cliente 1428,00.100.014/0001-00,Mdias,Certificado Digital,BPO RH,MEI,5617,4877096,2022-11-21,Ana Silva,9
CLI-01429,Cliente 1429,00.100.014/0001-00,Zov,Certificado Digital,N/A,N/A,787,6871963,2023-11-02,Maria Santos,7
CLI-01430,Cliente 1430,00.100.014/0001-00,Zov,BPO Financeiro,N/A,MEI,3933,174836,2023-03-04,Ana Silva,4
CLI-01431,Cliente 1431,00.100.014/0001-00,Zov,Legalização,Certificado Digital,MEI,7139,2551226,2024-12-14,João Silva,5
CLI-01432,Cliente 1432,00.100.014/0001-00,Mdias,Certificado Digital,N/A,Lucro Presumido,7597,6861082,2023-04-03,Carlos Souza,8
CLI-01433,Cliente 1433,00.100.014/0001-00,Mdias,Certificado Digital,N/A,Lucro Presumido,6754,6725582,2024-11-16,Carlos Souza,7
CLI-01434,Cliente 1434,00.100.014/0001-00,Papaya,BPO Financeiro,N/A,Lucro Presumido,5196,2565589,2022-04-13,Ana Silva,2
CLI-01435,Cliente 1435,00.100.014/0001-00,Zov,BPO RH,Legalização,Lucro Presumido,1295,4938337,2023-02-23,Maria Santos,4
CLI-01436,Cliente 1436,00.100.014/0001-00,Papaya,Certificado Digital,N/A,Lucro Real,4231,1257365,2024-08-13,Carlos Souza,5
CLI-01437,Cliente 1437,00.100.014/0001-00,Papaya,BPO RH,N/A,Simples Nacional,2122,4572396,2023-02-22,Carlos Souza,7
CLI-01438,Cliente 1438,00.100.014/0001-00,Zov,Contabilidade,N/A,MEI,4752,630140,2023-10-18,Carlos Souza,3
CLI-01439,Cliente 1439,00.100.014/0001-00,Papaya,Certificado Digital,N/A,Lucro Presumido,5937,7758433,2023-07-04,Maria Santos,5
CLI-01440,Cliente 1440,00.100.014/0001-00,Zov,Contabilidade,N/A,Lucro Real,4569,737202,2023-10-11,Ana Silva,1
CLI-01441,Cliente 1441,00.100.014/0001-00,Zov,BPO Financeiro,BPO RH,N/A,7738,152666,2024-06-07,Maria Santos,2
CLI-01442,Cliente 1442,00.100.014/0001-00,Papaya,BPO RH,N/A,Simples Nacional,5276,3216632,2024-05-04,Ana Silva,7
CLI-01443,Cliente 1443,00.100.014/0001-00,Zov,BPO Financeiro,BPO RH,Simples Nacional,5154,1397025,2022-10-04,João Silva,6
CLI-01444,Cliente 1444,00.100.014/0001-00,Zov,BPO Financeiro,Certificado Digital,MEI,7206,3334610,2022-09-27,Maria Santos,6
CLI-01445,Cliente 1445,00.100.014/0001-00,Mdias,BPO RH,Certificado Digital,Lucro Real,9083,6117436,2023-06-06,João Silva,7
CLI-01446,Cliente 1446,00.100.014/0001-00,Papaya,BPO Financeiro,N/A,MEI,4938,3793603,2023-01-23,João Silva,5
CLI-01447,Cliente 1447,00.100.014/0001-00,Mdias,BPO Financeiro,Certificado Digital,Simples Nacional,540,112099,2022-06-10,João Silva,9
CLI-01448,Cliente 1448,00.100.014/0001-00,Zov,Contabilidade,N/A,Lucro Presumido,5846,6871384,2022-03-13,Maria Santos,3
CLI-01449,Cliente 1449,00.100.014/0001-00,Mdias,Legalização,N/A,Lucro Presumido,3507,1299934,2024-10-13,Ana Silva,0
CLI-01450,Cliente 1450,00.100.014/0001-00,Papaya,Contabilidade,N/A,Lucro Real,581,137960,2022-02-13,Ana Silva,7
CLI-01451,Cliente 1451,00.100.014/0001-00,Zov,Contabilidade,BPO RH,MEI,5152,5766337,2024-09-14,Ana Silva,5
CLI-01452,Cliente 1452,00.100.014/0001-00,Zov,BPO Financeiro,N/A,Simples Nacional,1835,4902946,2024-08-04,Ana Silva,2
CLI-01453,Cliente 1453,00.100.014/0001-00,Mdias,BPO Financeiro,N/A,Lucro Real,4525,945292,2024-12-02,Maria Santos,3
CLI-01454,Cliente 1454,00.100.014/0001-00,Papaya,BPO Financeiro,N/A,N/A,7831,5921625,2024-09-01,João Silva,4
CLI-01455,Cliente 1455,00.100.014/0001-00,Papaya,Contabilidade,Legalização,MEI,5833,1823840,2023-01-25,Maria Santos,3
CLI-01456,Cliente 1456,00.100.014/0001-00,Zov,BPO RH,N/A,Lucro Presumido,8220,3691890,2023-08-13,Maria Santos,2
CLI-01457,Cliente 1457,00.100.014/0001-00,Zov,Legalização,N/A,MEI,6486,6622285,2022-01-27,Carlos Souza,2
CLI-01458,Cliente 1458,00.100.014/0001-00,Papaya,BPO Financeiro,N/A,Lucro Presumido,8828,2362213,2023-03-05,João Silva,1
CLI-01459,Cliente 1459,00.100.014/0001-00,Papaya,Certificado Digital,N/A,MEI,2229,5674853,2022-12-07,Carlos Souza,2
CLI-01460,Cliente 1460,00.100.014/0001-00,Zov,Legalização,N/A,Lucro Real,5811,6967073,2023-06-06,João Silva,2
CLI-01461,Cliente 1461,00.100.014/0001-00,Papaya,Contabilidade,BPO Financeiro,N/A,5178,7751462,2024-11-19,Carlos Souza,5
