id,data_criacao,cliente,vendedor,servico,etapa,valor,origem,data_fechamento,motivo_perda
OP-02227,2024-06-16,Lead 02227,Carlos Souza,Certificado Digital,Negociação,20864,Google Ads,2026-12-31,N/A
OP-02228,2024-01-24,Lead 02228,João Oliveira,Contabilidade,Fechado Ganho,5432,Indicação,2024-05-12,N/A
OP-02229,2024-06-15,Lead 02229,Pedro Costa,Tributário,Fechado Perdido,35422,Facebook,2024-11-24,Timing
OP-02230,2024-06-27,Lead 02230,Pedro Costa,BPO Financeiro,Prospecção,32235,Outro,2026-12-31,N/A
OP-02231,2024-07-25,Lead 02231,Bruna Rocha,BPO RH,Prospecção,28306,Indicação,2026-12-31,N/A
OP-02232,2024-05-19,Lead 02232,Ana Silva,BPO Financeiro,Negociação,6245,Orgânico,2026-12-31,N/A
OP-02233,2024-09-25,Lead 02233,João Oliveira,Certificado Digital,Fechado Ganho,15317,LinkedIn,2024-02-08,N/A
OP-02234,2024-05-21,Lead 02234,Mariana Lima,Tributário,Negociação,24413,Indicação,2026-12-31,N/A
OP-02235,2024-05-21,Lead 02235,João Oliveira,Contabilidade,Proposta,29665,Outro,2026-12-31,N/A
OP-02236,2024-07-06,Lead 02236,Mariana Lima,BPO Financeiro,Fechado Perdido,13284,Instagram,2024-02-06,Concorrente
OP-02237,2024-01-08,Lead 02237,Ana Silva,Contabilidade,Prospecção,32487,Evento,2026-12-31,N/A
OP-02238,2024-09-22,Lead 02238,Carlos Souza,Legalização,Fechado Ganho,10871,LinkedIn,2024-11-04,N/A
OP-02239,2024-07-16,Lead 02239,Pedro Costa,BPO RH,Qualificação,27353,Outro,2026-12-31,N/A
OP-02240,2024-03-11,Lead 02240,Bruna Rocha,BPO RH,Proposta,9296,Instagram,2026-12-31,N/A
OP-02241,2024-11-28,Lead 02241,Mariana Lima,Tributário,Negociação,32162,Orgânico,2026-12-31,N/A
OP-02242,2024-05-12,Lead 02242,João Oliveira,Contabilidade,Qualificação,34116,Facebook,2026-12-31,N/A
OP-02243,2024-08-26,Lead 02243,Mariana Lima,Certificado Digital,Proposta,1145,Indicação,2026-12-31,N/A
OP-02244,2024-01-08,Lead 02244,Pedro Costa,Tributário,Prospecção,22926,Evento,2026-12-31,N/A
OP-02245,2024-07-05,Lead 02245,Carlos Souza,Legalização,Fechado Ganho,36443,Evento,2024-09-19,N/A
OP-02246,2024-10-22,Lead 02246,Carlos Souza,Certificado Digital,Qualificação,25185,Google Ads,2026-12-31,N/A
OP-02247,2024-01-08,Lead 02247,Carlos Souza,Legalização,Qualificação,11410,Facebook,2026-12-31,N/A
OP-02248,2024-10-05,Lead 02248,Bruna Rocha,Certificado Digital,Qualificação,19807,Orgânico,2026-12-31,N/A
OP-02249,2024-01-07,Lead 02249,Carlos Souza,Legalização,Prospecção,13788,Outro,2026-12-31,N/A
OP-02250,2024-06-23,Lead 02250,Pedro Costa,Certificado Digital,Fechado Ganho,5899,Orgânico,2024-11-12,N/A
OP-02251,2024-10-19,Lead 02251,Mariana Lima,Legalização,Prospecção,22161,Orgânico,2026-12-31,N/A
OP-02252,2024-07-12,Lead 02252,Pedro Costa,BPO Financeiro,Qualificação,24772,Outro,2026-12-31,N/A
OP-02253,2024-07-06,Lead 02253,Mariana Lima,Contabilidade,Proposta,36705,Orgânico,2026-12-31,N/A
OP-02254,2024-11-08,Lead 02254,Mariana Lima,Contabilidade,Proposta,5614,Orgânico,2026-12-31,N/A
OP-02255,2024-07-07,Lead 02255,Carlos Souza,Certificado Digital,Qualificação,34082,Instagram,2026-12-31,N/A
OP-02256,2024-03-12,Lead 02256,Carlos Souza,Tributário,Fechado Perdido,21517,Outro,2024-05-17,Timing
OP-02257,2024-06-01,Lead 02257,Pedro Costa,Tributário,Prospecção,10621,Instagram,2026-12-31,N/A
OP-02258,2024-06-28,Lead 02258,Carlos Souza,Tributário,Proposta,26468,LinkedIn,2026-12-31,N/A
OP-02259,2024-11-11,Lead 02259,Ana Silva,Certificado Digital,Proposta,24100,Facebook,2026-12-31,N/A
OP-02260,2024-03-12,Lead 02260,Carlos Souza,Tributário,Prospecção,11841,Google Ads,2026-12-31,N/A
OP-02261,2024-11-08,Lead 02261,Mariana Lima,Tributário,Prospecção,21553,LinkedIn,2026-12-31,N/A
OP-02262,2024-03-02,Lead 02262,Carlos Souza,Tributário,Qualificação,22303,Instagram,2026-12-31,N/A
OP-02263,2024-02-08,Lead 02263,Mariana Lima,Contabilidade,Fechado Perdido,3167,Indicação,2024-01-22,N/A
OP-02264,2024-03-04,Lead 02264,Mariana Lima,Certificado Digital,Qualificação,16980,Facebook,2026-12-31,N/A
OP-02265,2024-10-04,Lead 02265,Ana Silva,Tributário,Prospecção,21387,Indicação,2026-12-31,N/A
OP-02266,2024-01-23,Lead 02266,Carlos Souza,BPO Financeiro,Fechado Ganho,10389,Indicação,2024-10-01,N/A
OP-02267,2024-06-07,Lead 02267,Carlos Souza,Tributário,Proposta,19169,Outro,2026-12-31,N/A
OP-02268,2024-10-23,Lead 02268,Ana Silva,Contabilidade,Fechado Perdido,23813,LinkedIn,2024-05-09,Concorrente
OP-02269,2024-02-22,Lead 02269,Carlos Souza,BPO Financeiro,Fechado Perdido,11111,Orgânico,2024-07-08,Timing
OP-02270,2024-02-12,Lead 02270,Mariana Lima,Certificado Digital,Fechado Perdido,35021,Google Ads,2024-06-22,Concorrente
OP-02271,2024-06-26,Lead 02271,Carlos Souza,Certificado Digital,Fechado Ganho,39559,Indicação,2024-01-12,N/A
OP-02272,2024-02-24,Lead 02272,João Oliveira,BPO Financeiro,Negociação,23753,LinkedIn,2026-12-31,N/A
OP-02273,2024-07-09,Lead 02273,Ana Silva,Legalização,Prospecção,9037,Indicação,2026-12-31,N/A
OP-02274,2024-06-08,Lead 02274,Pedro Costa,BPO RH,Negociação,32817,Evento,2026-12-31,N/A
OP-02275,2024-09-15,Lead 02275,Bruna Rocha,Legalização,Proposta,21418,Facebook,2026-12-31,N/A
OP-02276,2024-01-19,Lead 02276,Carlos Souza,Tributário,Prospecção,39560,Outro,2026-12-31,N/A
OP-02277,2024-05-28,Lead 02277,Carlos Souza,Contabilidade,Negociação,19161,Instagram,2026-12-31,N/A
OP-02278,2024-11-28,Lead 02278,João Oliveira,Legalização,Prospecção,8397,LinkedIn,2026-12-31,N/A
OP-02279,2024-01-09,Lead 02279,Carlos Souza,Tributário,Negociação,17484,Google Ads,2026-12-31,N/A
OP-02280,2024-08-27,Lead 02280,Ana Silva,BPO RH,Fechado Ganho,5719,Google Ads,2024-11-23,N/A
OP-02281,2024-11-13,Lead 02281,João Oliveira,BPO RH,Fechado Ganho,34826,LinkedIn,2024-02-05,N/A
OP-02282,2024-09-18,Lead 02282,Ana Silva,BPO RH,Proposta,21082,Evento,2026-12-31,N/A
OP-02283,2024-09-01,Lead 02283,Ana Silva,Contabilidade,Fechado Perdido,12477,Google Ads,2024-10-24,Preço
OP-02284,2024-08-22,Lead 02284,Ana Silva,BPO Financeiro,Qualificação,37207,Instagram,2026-12-31,N/A
OP-02285,2024-09-09,Lead 02285,Mariana Lima,Contabilidade,Prospecção,10409,LinkedIn,2026-12-31,N/A
OP-02286,2024-12-19,Lead 02286,Mariana Lima,Tributário,Proposta,4682,Google Ads,2026-12-31,N/A
OP-02287,2024-02-20,Lead 02287,Bruna Rocha,Tributário,Fechado Perdido,10150,Google Ads,2024-06-05,Preço
OP-02288,2024-09-14,Lead 02288,Bruna Rocha,Contabilidade,Fechado Perdido,27325,LinkedIn,2024-08-03,Sem fit
OP-02289,2024-08-05,Lead 02289,Carlos Souza,Tributário,Proposta,39743,Orgânico,2026-12-31,N/A
OP-02290,2024-03-11,Lead 02290,João Oliveira,BPO RH,Fechado Perdido,25124,Indicação,2024-01-20,N/A
OP-02291,2024-05-28,Lead 02291,Bruna Rocha,Contabilidade,Fechado Perdido,17971,Facebook,2024-08-07,N/A
OP-02292,2024-01-06,Lead 02292,Ana Silva,BPO RH,Fechado Perdido,19964,Google Ads,2024-10-23,Concorrente
OP-02293,2024-05-16,Lead 02293,Pedro Costa,Tributário,Prospecção,32549,Instagram,2026-12-31,N/A
OP-02294,2024-01-27,Lead 02294,Mariana Lima,Certificado Digital,Prospecção,6577,Outro,2026-12-31,N/A
OP-02295,2024-03-12,Lead 02295,Carlos Souza,BPO Financeiro,Fechado Perdido,26099,Evento,2024-05-04,Timing
OP-02296,2024-11-01,Lead 02296,João Oliveira,Tributário,Prospecção,5364,LinkedIn,2026-12-31,N/A
OP-02297,2024-05-11,Lead 02297,Ana Silva,Contabilidade,Fechado Ganho,31458,Outro,2024-06-14,N/A
OP-02298,2024-01-25,Lead 02298,Bruna Rocha,BPO RH,Fechado Ganho,26598,LinkedIn,2024-09-08,N/A
OP-02299,2024-11-22,Lead 02299,Pedro Costa,Tributário,Qualificação,16931,LinkedIn,2026-12-31,N/A
OP-02300,2024-10-27,Lead 02300,Bruna Rocha,BPO RH,Prospecção,20266,Instagram,2026-12-31,N/A
OP-02301,2024-04-06,Lead 02301,Ana Silva,Contabilidade,Negociação,9579,LinkedIn,2026-12-31,N/A
OP-02302,2024-01-15,Lead 02302,Mariana Lima,BPO RH,Prospecção,35744,Indicação,2026-12-31,N/A
OP-02303,2024-09-16,Lead 02303,João Oliveira,Contabilidade,Prospecção,5321,Instagram,2026-12-31,N/A
OP-02304,2024-07-27,Lead 02304,João Oliveira,BPO RH,Fechado Perdido,2156,Facebook,2024-01-14,Concorrente
OP-02305,2024-11-19,Lead 02305,Mariana Lima,Legalização,Qualificação,14125,LinkedIn,2026-12-31,N/A
OP-02306,2024-09-27,Lead 02306,Bruna Rocha,BPO Financeiro,Fechado Perdido,34978,Orgânico,2024-02-20,Preço
OP-02307,2024-07-28,Lead 02307,Bruna Rocha,BPO RH,Qualificação,16084,Indicação,2026-12-31,N/A
OP-02308,2024-09-18,Lead 02308,Ana Silva,Tributário,Fechado Ganho,11488,LinkedIn,2024-06-12,N/A
OP-02309,2024-08-06,Lead 02309,Bruna Rocha,Certificado Digital,Qualificação,2317,Evento,2026-12-31,N/A
OP-02310,2024-06-13,Lead 02310,Pedro Costa,Legalização,Fechado Ganho,31432,Facebook,2024-02-04,N/A
OP-02311,2024-12-17,Lead 02311,Bruna Rocha,BPO RH,Negociação,3827,Facebook,2026-12-31,N/A
OP-02312,2024-10-26,Lead 02312,Carlos Souza,BPO Financeiro,Negociação,24976,Outro,2026-12-31,N/A
OP-02313,2024-01-11,Lead 02313,João Oliveira,Tributário,Prospecção,31631,Orgânico,2026-12-31,N/A
OP-02314,2024-01-16,Lead 02314,Pedro Costa,BPO RH,Negociação,11765,LinkedIn,2026-12-31,N/A
OP-02315,2024-01-18,Lead 02315,Carlos Souza,BPO RH,Proposta,15307,Google Ads,2026-12-31,N/A
OP-02316,2024-04-25,Lead 02316,Bruna Rocha,BPO Financeiro,Fechado Perdido,36275,Indicação,2024-08-14,Sem fit
OP-02317,2024-06-07,Lead 02317,Ana Silva,BPO Financeiro,Fechado Ganho,31999,Orgânico,2024-09-15,N/A
OP-02318,2024-01-11,Lead 02318,Carlos Souza,Tributário,Fechado Ganho,2450,Evento,2024-12-04,N/A
OP-02319,2024-04-21,Lead 02319,João Oliveira,BPO Financeiro,Negociação,25477,Orgânico,2026-12-31,N/A
OP-02320,2024-09-27,Lead 02320,Carlos Souza,Tributário,Fechado Ganho,16834,Google Ads,2024-10-25,N/A
OP-02321,2024-01-18,Lead 02321,Pedro Costa,Certificado Digital,Fechado Ganho,10652,Indicação,2024-06-05,N/A
OP-02322,2024-06-27,Lead 02322,Carlos Souza,Certificado Digital,Fechado Perdido,34902,Facebook,2024-04-06,Timing
OP-02323,2024-01-20,Lead 02323,João Oliveira,BPO Financeiro,Qualificação,19297,Evento,2026-12-31,N/A
OP-02324,2024-08-24,Lead 02324,Ana Silva,Tributário,Proposta,4967,Instagram,2026-12-31,N/A
OP-02325,2024-11-14,Lead 02325,Bruna Rocha,BPO RH,Prospecção,33785,LinkedIn,2026-12-31,N/A
OP-02326,2024-06-26,Lead 02326,Mariana Lima,Certificado Digital,Negociação,20827,Indicação,2026-12-31,N/A
OP-02327,2024-11-02,Lead 02327,Carlos Souza,Certificado Digital,Fechado Ganho,30365,Facebook,2024-04-20,N/A
OP-02328,2024-04-18,Lead 02328,Bruna Rocha,Certificado Digital,Negociação,32333,Outro,2026-12-31,N/A
OP-02329,2024-09-10,Lead 02329,Ana Silva,BPO RH,Prospecção,1895,Orgânico,2026-12-31,N/A
OP-02330,2024-10-21,Lead 02330,João Oliveira,Certificado Digital,Fechado Ganho,26288,Outro,2024-08-25,N/A
OP-02331,2024-08-15,Lead 02331,Bruna Rocha,Tributário,Qualificação,11894,Evento,2026-12-31,N/A
OP-02332,2024-04-16,Lead 02332,Mariana Lima,BPO Financeiro,Fechado Ganho,33129,Google Ads,2024-01-01,N/A
OP-02333,2024-10-28,Lead 02333,Carlos Souza,BPO Financeiro,Fechado Ganho,10719,Indicação,2024-09-09,N/A
OP-02334,2024-10-08,Lead 02334,Mariana Lima,Certificado Digital,Qualificação,39427,Instagram,2026-12-31,N/A
OP-02335,2024-02-07,Lead 02335,Ana Silva,Contabilidade,Qualificação,1329,Evento,2026-12-31,N/A
OP-02336,2024-06-14,Lead 02336,Bruna Rocha,BPO Financeiro,Fechado Perdido,20386,Facebook,2024-12-28,Sem fit
OP-02337,2024-12-21,Lead 02337,João Oliveira,Legalização,Prospecção,3972,LinkedIn,2026-12-31,N/A
OP-02338,2024-04-11,Lead 02338,Pedro Costa,Legalização,Negociação,26872,Instagram,2026-12-31,N/A
OP-02339,2024-09-14,Lead 02339,Bruna Rocha,BPO RH,Fechado Perdido,39291,Outro,2024-12-12,Preço
OP-02340,2024-05-15,Lead 02340,João Oliveira,BPO Financeiro,Qualificação,25259,Evento,2026-12-31,N/A
OP-02341,2024-05-10,Lead 02341,Bruna Rocha,Contabilidade,Prospecção,29962,Orgânico,2026-12-31,N/A
OP-02342,2024-01-09,Lead 02342,João Oliveira,Legalização,Fechado Ganho,35245,Evento,2024-08-09,N/A
OP-02343,2024-02-19,Lead 02343,Ana Silva,BPO RH,Qualificação,5503,Orgânico,2026-12-31,N/A
OP-02344,2024-08-23,Lead 02344,Carlos Souza,Contabilidade,Proposta,34004,Facebook,2026-12-31,N/A
OP-02345,2024-05-08,Lead 02345,Pedro Costa,Contabilidade,Negociação,3297,Facebook,2026-12-31,N/A
OP-02346,2024-09-25,Lead 02346,Carlos Souza,Legalização,Prospecção,26995,Instagram,2026-12-31,N/A
OP-02347,2024-11-03,Lead 02347,Carlos Souza,BPO Financeiro,Proposta,4093,Indicação,2026-12-31,N/A
OP-02348,2024-04-05,Lead 02348,Pedro Costa,Contabilidade,Fechado Ganho,21371,Orgânico,2024-03-03,N/A
OP-02349,2024-03-03,Lead 02349,Ana Silva,BPO RH,Negociação,18977,Facebook,2026-12-31,N/A
OP-02350,2024-05-04,Lead 02350,Pedro Costa,Legalização,Fechado Perdido,3772,Evento,2024-02-19,Concorrente
OP-02351,2024-06-02,Lead 02351,João Oliveira,BPO RH,Negociação,11663,Instagram,2026-12-31,N/A
OP-02352,2024-09-09,Lead 02352,Ana Silva,Certificado Digital,Prospecção,4581,Instagram,2026-12-31,N/A
OP-02353,2024-07-19,Lead 02353,João Oliveira,Contabilidade,Fechado Perdido,1668,Google Ads,2024-03-08,Preço
OP-02354,2024-12-02,Lead 02354,João Oliveira,BPO RH,Fechado Ganho,13763,Orgânico,2024-06-24,N/A
OP-02355,2024-06-08,Lead 02355,Carlos Souza,BPO RH,Proposta,17886,Instagram,2026-12-31,N/A
OP-02356,2024-01-17,Lead 02356,Mariana Lima,Tributário,Fechado Perdido,27051,Evento,2024-06-18,N/A
OP-02357,2024-02-17,Lead 02357,Carlos Souza,Legalização,Fechado Ganho,8780,Indicação,2024-04-09,N/A
OP-02358,2024-02-27,Lead 02358,Bruna Rocha,Certificado Digital,Fechado Perdido,23381,Indicação,2024-09-15,N/A
OP-02359,2024-10-10,Lead 02359,João Oliveira,Tributário,Qualificação,3312,Instagram,2026-12-31,N/A
OP-02360,2024-02-09,Lead 02360,Pedro Costa,Certificado Digital,Fechado Ganho,5035,Google Ads,2024-10-14,N/A
OP-02361,2024-05-16,Lead 02361,Mariana Lima,Contabilidade,Qualificação,25877,Orgânico,2026-12-31,N/A
OP-02362,2024-05-03,Lead 02362,Pedro Costa,Certificado Digital,Negociação,6098,Orgânico,2026-12-31,N/A
OP-02363,2024-05-24,Lead 02363,Pedro Costa,BPO Financeiro,Negociação,21278,Facebook,2026-12-31,N/A
OP-02364,2024-08-15,Lead 02364,Ana Silva,Certificado Digital,Fechado Perdido,13012,Orgânico,2024-02-21,Sem fit
OP-02365,2024-07-05,Lead 02365,João Oliveira,BPO RH,Qualificação,36649,Evento,2026-12-31,N/A
OP-02366,2024-02-06,Lead 02366,João Oliveira,Legalização,Negociação,17196,Outro,2026-12-31,N/A
OP-02367,2024-11-03,Lead 02367,Ana Silva,Certificado Digital,Negociação,12031,Facebook,2026-12-31,N/A
OP-02368,2024-08-27,Lead 02368,Bruna Rocha,Legalização,Fechado Perdido,9757,LinkedIn,2024-07-16,Preço
OP-02369,2024-06-19,Lead 02369,Carlos Souza,Contabilidade,Proposta,19460,Instagram,2026-12-31,N/A
OP-02370,2024-06-12,Lead 02370,João Oliveira,Contabilidade,Negociação,38445,Facebook,2026-12-31,N/A
OP-02371,2024-06-27,Lead 02371,Pedro Costa,Contabilidade,Qualificação,24196,Outro,2026-12-31,N/A
OP-02372,2024-07-09,Lead 02372,Mariana Lima,Contabilidade,Fechado Ganho,27711,Orgânico,2024-05-09,N/A
OP-02373,2024-06-16,Lead 02373,Pedro Costa,Certificado Digital,Prospecção,9485,Orgânico,2026-12-31,N/A
OP-02374,2024-05-12,Lead 02374,João Oliveira,Tributário,Qualificação,32467,Outro,2026-12-31,N/A
OP-02375,2024-10-08,Lead 02375,Bruna Rocha,Tributário,Negociação,19791,Google Ads,2026-12-31,N/A
OP-02376,2024-02-19,Lead 02376,Carlos Souza,BPO RH,Negociação,28942,Orgânico,2026-12-31,N/A
OP-02377,2024-08-27,Lead 02377,João Oliveira,BPO RH,Negociação,25750,Indicação,2026-12-31,N/A
OP-02378,2024-08-20,Lead 02378,João Oliveira,Certificado Digital,Prospecção,26858,LinkedIn,2026-12-31,N/A
OP-02379,2024-11-02,Lead 02379,Pedro Costa,BPO Financeiro,Qualificação,2164,Orgânico,2026-12-31,N/A
OP-02380,2024-05-25,Lead 02380,Pedro Costa,Legalização,Fechado Ganho,28004,Facebook,2024-03-13,N/A
OP-02381,2024-11-08,Lead 02381,Mariana Lima,Tributário,Negociação,37063,LinkedIn,2026-12-31,N/A
OP-02382,2024-10-28,Lead 02382,João Oliveira,Contabilidade,Negociação,36553,LinkedIn,2026-12-31,N/A
OP-02383,2024-03-12,Lead 02383,Mariana Lima,Legalização,Negociação,26797,LinkedIn,2026-12-31,N/A
OP-02384,2024-04-15,Lead 02384,João Oliveira,Certificado Digital,Qualificação,17618,Outro,2026-12-31,N/A
OP-02385,2024-03-17,Lead 02385,Carlos Souza,Tributário,Qualificação,16697,LinkedIn,2026-12-31,N/A
OP-02386,2024-06-06,Lead 02386,Mariana Lima,BPO RH,Negociação,22463,Facebook,2026-12-31,N/A
OP-02387,2024-12-12,Lead 02387,Pedro Costa,BPO Financeiro,Qualificação,5855,Evento,2026-12-31,N/A
OP-02388,2024-05-22,Lead 02388,Bruna Rocha,Tributário,Negociação,12675,Evento,2026-12-31,N/A
OP-02389,2024-10-05,Lead 02389,Ana Silva,Contabilidade,Proposta,4125,Facebook,2026-12-31,N/A
OP-02390,2024-12-28,Lead 02390,Ana Silva,BPO Financeiro,Negociação,20201,Google Ads,2026-12-31,N/A
OP-02391,2024-06-18,Lead 02391,Ana Silva,Legalização,Qualificação,16470,Instagram,2026-12-31,N/A
OP-02392,2024-04-28,Lead 02392,Pedro Costa,Tributário,Fechado Perdido,25450,Instagram,2024-04-28,Sem fit
OP-02393,2024-09-04,Lead 02393,Mariana Lima,Legalização,Proposta,10999,Facebook,2026-12-31,N/A
OP-02394,2024-02-24,Lead 02394,Mariana Lima,Contabilidade,Qualificação,4190,Google Ads,2026-12-31,N/A
OP-02395,2024-12-11,Lead 02395,Ana Silva,Certificado Digital,Fechado Ganho,17669,Evento,2024-07-24,N/A
OP-02396,2024-05-07,Lead 02396,João Oliveira,Contabilidade,Qualificação,28580,Orgânico,2026-12-31,N/A
OP-02397,2024-01-28,Lead 02397,João Oliveira,Certificado Digital,Qualificação,23914,Indicação,2026-12-31,N/A
OP-02398,2024-02-16,Lead 02398,Carlos Souza,Certificado Digital,Fechado Perdido,18778,LinkedIn,2024-03-01,Timing
OP-02399,2024-03-21,Lead 02399,João Oliveira,Tributário,Fechado Ganho,15549,Orgânico,2024-12-17,N/A
OP-02400,2024-05-14,Lead 02400,Ana Silva,Tributário,Proposta,30025,Evento,2026-12-31,N/A
OP-02401,2024-08-19,Lead 02401,João Oliveira,Contabilidade,Fechado Perdido,25032,LinkedIn,2024-07-16,Concorrente
OP-02402,2024-08-23,Lead 02402,Carlos Souza,Certificado Digital,Fechado Ganho,20659,Facebook,2024-09-17,N/A
OP-02403,2024-02-14,Lead 02403,Bruna Rocha,Contabilidade,Qualificação,27940,Orgânico,2026-12-31,N/A
OP-02404,2024-06-22,Lead 02404,Pedro Costa,Certificado Digital,Negociação,25781,Orgânico,2026-12-31,N/A
OP-02405,2024-01-04,Lead 02405,Pedro Costa,Contabilidade,Negociação,24795,Indicação,2026-12-31,N/A
OP-02406,2024-04-17,Lead 02406,João Oliveira,Contabilidade,Proposta,37919,Outro,2026-12-31,N/A
OP-02407,2024-02-11,Lead 02407,Bruna Rocha,Certificado Digital,Fechado Perdido,9618,Outro,2024-07-25,Concorrente
OP-02408,2024-02-27,Lead 02408,Pedro Costa,BPO RH,Prospecção,11943,Outro,2026-12-31,N/A
OP-02409,2024-10-09,Lead 02409,Pedro Costa,BPO RH,Qualificação,7617,Indicação,2026-12-31,N/A
OP-02410,2024-05-09,Lead 02410,Ana Silva,Certificado Digital,Fechado Perdido,34203,Orgânico,2024-02-04,Timing
OP-02411,2024-07-10,Lead 02411,João Oliveira,BPO RH,Prospecção,27235,LinkedIn,2026-12-31,N/A
OP-02412,2024-11-25,Lead 02412,Mariana Lima,Certificado Digital,Fechado Ganho,14794,Evento,2024-06-07,N/A
OP-02413,2024-07-15,Lead 02413,Carlos Souza,BPO Financeiro,Prospecção,39487,Evento,2026-12-31,N/A
OP-02414,2024-12-26,Lead 02414,Ana Silva,Legalização,Prospecção,3243,LinkedIn,2026-12-31,N/A
OP-02415,2024-01-02,Lead 02415,Carlos Souza,Contabilidade,Qualificação,38341,Instagram,2026-12-31,N/A
OP-02416,2024-10-24,Lead 02416,Mariana Lima,Certificado Digital,Fechado Ganho,8199,Google Ads,2024-07-21,N/A
OP-02417,2024-09-03,Lead 02417,Bruna Rocha,Contabilidade,Proposta,1104,Outro,2026-12-31,N/A
OP-02418,2024-07-07,Lead 02418,Bruna Rocha,Contabilidade,Fechado Perdido,6654,Evento,2024-11-06,Timing
OP-02419,2024-03-05,Lead 02419,Mariana Lima,Tributário,Fechado Perdido,16074,Google Ads,2024-09-04,Preço
OP-02420,2024-11-10,Lead 02420,Ana Silva,Certificado Digital,Fechado Perdido,22524,Google Ads,2024-09-02,Sem fit
OP-02421,2024-09-24,Lead 02421,Ana Silva,Contabilidade,Fechado Ganho,16984,Instagram,2024-01-24,N/A
OP-02422,2024-05-19,Lead 02422,João Oliveira,Tributário,Prospecção,14426,Orgânico,2026-12-31,N/A
OP-02423,2024-12-09,Lead 02423,Bruna Rocha,BPO RH,Proposta,3052,Facebook,2026-12-31,N/A
OP-02424,2024-07-05,Lead 02424,Ana Silva,Tributário,Proposta,27035,Orgânico,2026-12-31,N/A
OP-02425,2024-01-05,Lead 02425,Pedro Costa,Contabilidade,Proposta,6786,Google Ads,2026-12-31,N/A
OP-02426,2024-08-13,Lead 02426,Pedro Costa,Contabilidade,Prospecção,34958,Facebook,2026-12-31,N/A
OP-02427,2024-04-20,Lead 02427,João Oliveira,Contabilidade,Proposta,24679,Instagram,2026-12-31,N/A
OP-02428,2024-02-19,Lead 02428,Pedro Costa,BPO RH,Prospecção,25186,Evento,2026-12-31,N/A
OP-02429,2024-11-23,Lead 02429,João Oliveira,Tributário,Fechado Perdido,33586,Evento,2024-02-15,Concorrente
OP-02430,2024-12-18,Lead 02430,Pedro Costa,Contabilidade,Proposta,31347,Orgânico,2026-12-31,N/A
OP-02431,2024-06-09,Lead 02431,Pedro Costa,Contabilidade,Fechado Ganho,20535,Instagram,2024-12-08,N/A
OP-02432,2024-05-18,Lead 02432,João Oliveira,Certificado Digital,Fechado Perdido,30767,Evento,2024-05-22,Timing
OP-02433,2024-10-10,Lead 02433,Bruna Rocha,Tributário,Qualificação,17727,Google Ads,2026-12-31,N/A
OP-02434,2024-09-23,Lead 02434,João Oliveira,BPO RH,Fechado Perdido,30029,Outro,2024-04-04,Preço
OP-02435,2024-06-22,Lead 02435,Ana Silva,Contabilidade,Fechado Ganho,30280,Evento,2024-07-25,N/A
OP-02436,2024-05-08,Lead 02436,João Oliveira,Certificado Digital,Fechado Perdido,20549,Evento,2024-12-24,Concorrente
OP-02437,2024-03-12,Lead 02437,Carlos Souza,BPO Financeiro,Fechado Ganho,8579,Indicação,2024-11-22,N/A
OP-02438,2024-05-07,Lead 02438,Ana Silva,Legalização,Qualificação,39475,LinkedIn,2026-12-31,N/A
OP-02439,2024-02-17,Lead 02439,Mariana Lima,Legalização,Negociação,10322,Facebook,2026-12-31,N/A
OP-02440,2024-02-08,Lead 02440,João Oliveira,Certificado Digital,Fechado Ganho,4462,Evento,2024-03-23,N/A
OP-02441,2024-06-16,Lead 02441,João Oliveira,BPO RH,Proposta,20965,LinkedIn,2026-12-31,N/A
OP-02442,2024-09-25,Lead 02442,Bruna Rocha,Legalização,Proposta,6489,Google Ads,2026-12-31,N/A
OP-02443,2024-08-18,Lead 02443,Carlos Souza,BPO RH,Negociação,37627,Facebook,2026-12-31,N/A
OP-02444,2024-01-16,Lead 02444,Mariana Lima,BPO Financeiro,Fechado Ganho,22786,Indicação,2024-02-03,N/A
OP-02445,2024-09-11,Lead 02445,João Oliveira,Tributário,Qualificação,29762,Outro,2026-12-31,N/A
OP-02446,2024-06-04,Lead 02446,Bruna Rocha,Legalização,Prospecção,13508,Evento,2026-12-31,N/A
OP-02447,2024-04-28,Lead 02447,Mariana Lima,Legalização,Fechado Perdido,22190,Orgânico,2024-07-03,Sem fit
OP-02448,2024-08-27,Lead 02448,Pedro Costa,BPO Financeiro,Fechado Ganho,38439,Evento,2024-10-17,N/A
OP-02449,2024-12-25,Lead 02449,Bruna Rocha,BPO RH,Qualificação,25744,Orgânico,2026-12-31,N/A
OP-02450,2024-01-04,Lead 02450,Carlos Souza,BPO Financeiro,Fechado Ganho,24646,LinkedIn,2024-05-14,N/A
OP-02451,2024-08-20,Lead 02451,Mariana Lima,BPO Financeiro,Prospecção,30808,Evento,2026-12-31,N/A
OP-02452,2024-11-14,Lead 02452,Ana Silva,BPO Financeiro,Prospecção,40175,Orgânico,2026-12-31,N/A
OP-02453,2024-11-09,Lead 02453,Mariana Lima,Tributário,Qualificação,15320,Facebook,2026-12-31,N/A
OP-02454,2024-11-04,Lead 02454,Ana Silva,Tributário,Fechado Perdido,23974,Facebook,2024-09-14,Concorrente
OP-02455,2024-10-18,Lead 02455,João Oliveira,Certificado Digital,Qualificação,33815,Google Ads,2026-12-31,N/A
OP-02456,2024-09-05,Lead 02456,Carlos Souza,Certificado Digital,Qualificação,8777,Evento,2026-12-31,N/A
