data_captacao,nome,origem,status,vendedor_atribuido
2024-02-04,Lead 3338,Orgânico - SEO,Desqualificado,Ana Silva
2024-06-21,Lead 3339,Instagram - Conteúdo,Qualificado,Carlos Souza
2024-07-08,Lead 3340,LinkedIn - BPO,Novo,Carlos Souza
2024-09-18,Lead 3341,LinkedIn - BPO,Novo,N/A
2024-02-26,Lead 3342,Instagram - Conteúdo,Novo,Ana Silva
2024-11-28,Lead 3343,Orgânico - SEO,Novo,Carlos Souza
2024-04-17,Lead 3344,Instagram - Conteúdo,Novo,Carlos Souza
2024-06-04,Lead 3345,LinkedIn - BPO,Qualificado,Ana Silva
2024-01-05,Lead 3346,Orgânico - SEO,Novo,Carlos Souza
2024-12-13,Lead 3347,Orgânico - SEO,Em contato,N/A
2024-06-22,Lead 3348,Orgânico - SEO,Qualificado,Carlos Souza
2024-03-21,Lead 3349,Evento - Workshop,Em contato,N/A
2024-12-28,Lead 3350,Evento - Workshop,Convertido,Ana Silva
2024-11-28,Lead 3351,Orgânico - SEO,Novo,Carlos Souza
2024-09-07,Lead 3352,LinkedIn - BPO,Qualificado,N/A
2024-03-11,Lead 3353,LinkedIn - BPO,Novo,Carlos Souza
2024-09-26,Lead 3354,Google Ads - Contabilidade PME,Convertido,N/A
2024-04-15,Lead 3355,Google Ads - Contabilidade PME,Desqualificado,N/A
2024-01-15,Lead 3356,Instagram - Conteúdo,Convertido,N/A
2024-01-09,Lead 3357,Google Ads - Contabilidade PME,Desqualificado,Ana Silva
2024-06-13,Lead 3358,Orgânico - SEO,Desqualificado,Ana Silva
2024-03-07,Lead 3359,Google Ads - Contabilidade PME,Novo,N/A
2024-12-26,Lead 3360,Orgânico - SEO,Convertido,Carlos Souza
2024-04-16,Lead 3361,Instagram - Conteúdo,Novo,Ana Silva
2024-07-27,Lead 3362,Orgânico - SEO,Desqualificado,Carlos Souza
2024-10-17,Lead 3363,LinkedIn - BPO,Convertido,Ana Silva
2024-05-20,Lead 3364,Google Ads - Contabilidade PME,Desqualificado,Carlos Souza
2024-05-25,Lead 3365,Orgânico - SEO,Em contato,N/A
2024-09-15,Lead 3366,Orgânico - SEO,Qualificado,N/A
2024-11-10,Lead 3367,Evento - Workshop,Qualificado,Ana Silva
2024-03-13,Lead 3368,Orgânico - SEO,Em contato,N/A
2024-01-10,Lead 3369,Instagram - Conteúdo,Em contato,Ana Silva
2024-09-11,Lead 3370,LinkedIn - BPO,Em contato,N/A
2024-08-15,Lead 3371,Instagram - Conteúdo,Convertido,Carlos Souza
2024-01-08,Lead 3372,Orgânico - SEO,Novo,Ana Silva
2024-09-27,Lead 3373,LinkedIn - BPO,Convertido,N/A
2024-02-02,Lead 3374,Google Ads - Contabilidade PME,Novo,Carlos Souza
2024-10-20,Lead 3375,Evento - Workshop,Convertido,Carlos Souza
2024-03-09,Lead 3376,LinkedIn - BPO,Qualificado,Ana Silva
2024-09-25,Lead 3377,LinkedIn - BPO,Desqualificado,Carlos Souza
2024-03-08,Lead 3378,Instagram - Conteúdo,Desqualificado,N/A
2024-12-25,Lead 3379,Orgânico - SEO,Convertido,N/A
2024-07-18,Lead 3380,Orgânico - SEO,Desqualificado,N/A
2024-05-21,Lead 3381,LinkedIn - BPO,Desqualificado,Ana Silva
2024-03-19,Lead 3382,LinkedIn - BPO,Convertido,Ana Silva
2024-07-01,Lead 3383,Google Ads - Contabilidade PME,Novo,N/A
2024-02-12,Lead 3384,Orgânico - SEO,Em contato,N/A
2024-11-26,Lead 3385,Instagram - Conteúdo,Em contato,Carlos Souza
2024-06-06,Lead 3386,Instagram - Conteúdo,Qualificado,Carlos Souza
2024-02-06,Lead 3387,LinkedIn - BPO,Novo,N/A
2024-09-05,Lead 3388,Instagram - Conteúdo,Convertido,Ana Silva
2024-05-03,Lead 3389,Evento - Workshop,Novo,N/A
2024-06-09,Lead 3390,Orgânico - SEO,Qualificado,Ana Silva
2024-09-21,Lead 3391,Instagram - Conteúdo,Convertido,Ana Silva
2024-09-28,Lead 3392,Orgânico - SEO,Desqualificado,Ana Silva
2024-09-15,Lead 3393,LinkedIn - BPO,Qualificado,N/A
2024-02-06,Lead 3394,Evento - Workshop,Convertido,Ana Silva
2024-06-07,Lead 3395,Instagram - Conteúdo,Novo,Ana Silva
2024-06-19,Lead 3396,LinkedIn - BPO,Em contato,N/A
2024-03-10,Lead 3397,LinkedIn - BPO,Convertido,Carlos Souza
2024-01-05,Lead 3398,Google Ads - Contabilidade PME,Novo,Ana Silva
2024-01-25,Lead 3399,Evento - Workshop,Desqualificado,N/A
2024-05-24,Lead 3400,Google Ads - Contabilidade PME,Novo,Carlos Souza
2024-01-07,Lead 3401,Orgânico - SEO,Em contato,Carlos Souza
2024-12-01,Lead 3402,Google Ads - Contabilidade PME,Em contato,Carlos Souza
2024-04-15,Lead 3403,Instagram - Conteúdo,Novo,N/A
2024-11-10,Lead 3404,Orgânico - SEO,Novo,Ana Silva
2024-10-16,Lead 3405,Instagram - Conteúdo,Novo,N/A
2024-11-21,Lead 3406,Evento - Workshop,Desqualificado,N/A
2024-05-18,Lead 3407,Orgânico - SEO,Novo,Carlos Souza
2024-11-23,Lead 3408,Orgânico - SEO,Convertido,N/A
2024-11-26,Lead 3409,LinkedIn - BPO,Em contato,Carlos Souza
2024-09-20,Lead 3410,LinkedIn - BPO,Qualificado,Ana Silva
2024-05-20,Lead 3411,Google Ads - Contabilidade PME,Qualificado,Carlos Souza
2024-07-24,Lead 3412,LinkedIn - BPO,Novo,N/A
2024-08-09,Lead 3413,Orgânico - SEO,Qualificado,Carlos Souza
2024-06-07,Lead 3414,Google Ads - Contabilidade PME,Novo,N/A
2024-01-08,Lead 3415,Evento - Workshop,Novo,Ana Silva
2024-07-22,Lead 3416,LinkedIn - BPO,Novo,Carlos Souza
2024-07-27,Lead 3417,LinkedIn - BPO,Novo,Carlos Souza
2024-05-14,Lead 3418,Evento - Workshop,Convertido,N/A
2024-09-09,Lead 3419,Google Ads - Contabilidade PME,Novo,Carlos Souza
2024-07-02,Lead 3420,Google Ads - Contabilidade PME,Qualificado,Ana Silva
2024-06-28,Lead 3421,LinkedIn - BPO,Novo,N/A
2024-12-18,Lead 3422,Google Ads - Contabilidade PME,Em contato,N/A
2024-04-22,Lead 3423,Evento - Workshop,Em contato,N/A
2024-07-18,Lead 3424,Evento - Workshop,Desqualificado,Carlos Souza
2024-09-14,Lead 3425,Orgânico - SEO,Desqualificado,N/A
2024-02-26,Lead 3426,LinkedIn - BPO,Novo,N/A
2024-12-08,Lead 3427,LinkedIn - BPO,Novo,N/A
2024-01-16,Lead 3428,LinkedIn - BPO,Desqualificado,N/A
2024-12-01,Lead 3429,Google Ads - Contabilidade PME,Em contato,N/A
2024-04-14,Lead 3430,Evento - Workshop,Convertido,Carlos Souza
2024-04-26,Lead 3431,Google Ads - Contabilidade PME,Novo,Carlos Souza
2024-04-03,Lead 3432,Evento - Workshop,Convertido,Ana Silva
2024-12-15,Lead 3433,Instagram - Conteúdo,Desqualificado,Carlos Souza
2024-04-12,Lead 3434,Google Ads - Contabilidade PME,Qualificado,N/A
2024-05-14,Lead 3435,Orgânico - SEO,Em contato,N/A
2024-02-05,Lead 3436,Orgânico - SEO,Qualificado,Carlos Souza
2024-04-01,Lead 3437,Instagram - Conteúdo,Qualificado,Ana Silva
2024-05-14,Lead 3438,Instagram - Conteúdo,Em contato,N/A
2024-04-05,Lead 3439,Evento - Workshop,Novo,Carlos Souza
2024-10-03,Lead 3440,Google Ads - Contabilidade PME,Em contato,Ana Silva
2024-05-08,Lead 3441,LinkedIn - BPO,Em contato,N/A
2024-10-03,Lead 3442,Google Ads - Contabilidade PME,Qualificado,Carlos Souza
2024-11-22,Lead 3443,Evento - Workshop,Qualificado,N/A
2024-08-02,Lead 3444,Orgânico - SEO,Qualificado,Carlos Souza
2024-12-04,Lead 3445,LinkedIn - BPO,Desqualificado,Carlos Souza
2024-06-03,Lead 3446,Instagram - Conteúdo,Em contato,Ana Silva
2024-01-18,Lead 3447,Google Ads - Contabilidade PME,Desqualificado,Carlos Souza
2024-08-07,Lead 3448,Orgânico - SEO,Novo,Ana Silva
2024-06-16,Lead 3449,LinkedIn - BPO,Convertido,Carlos Souza
2024-04-22,Lead 3450,LinkedIn - BPO,Desqualificado,N/A
2024-04-16,Lead 3451,Instagram - Conteúdo,Qualificado,N/A
2024-08-23,Lead 3452,LinkedIn - BPO,Convertido,Carlos Souza
2024-03-17,Lead 3453,Orgânico - SEO,Em contato,N/A
2024-12-19,Lead 3454,Orgânico - SEO,Convertido,Carlos Souza
2024-10-10,Lead 3455,Google Ads - Contabilidade PME,Convertido,Ana Silva
2024-09-27,Lead 3456,Google Ads - Contabilidade PME,Convertido,Carlos Souza
2024-05-03,Lead 3457,LinkedIn - BPO,Convertido,Ana Silva
2024-07-18,Lead 3458,Google Ads - Contabilidade PME,Convertido,Ana Silva
2024-07-21,Lead 3459,Instagram - Conteúdo,Desqualificado,Ana Silva
2024-08-05,Lead 3460,Orgânico - SEO,Convertido,Ana Silva
2024-09-24,Lead 3461,Evento - Workshop,Convertido,Carlos Souza
2024-04-22,Lead 3462,Evento - Workshop,Qualificado,N/A
2024-12-06,Lead 3463,LinkedIn - BPO,Em contato,Carlos Souza
2024-08-14,Lead 3464,Evento - Workshop,Qualificado,N/A
2024-11-05,Lead 3465,LinkedIn - BPO,Em contato,N/A
2024-09-22,Lead 3466,Evento - Workshop,Em contato,Ana Silva
2024-12-18,Lead 3467,Evento - Workshop,Convertido,Ana Silva
2024-04-23,Lead 3468,Evento - Workshop,Desqualificado,Ana Silva
2024-05-11,Lead 3469,Google Ads - Contabilidade PME,Em contato,N/A
2024-03-22,Lead 3470,Google Ads - Contabilidade PME,Convertido,Ana Silva
2024-05-08,Lead 3471,Evento - Workshop,Convertido,N/A
2024-04-22,Lead 3472,Evento - Workshop,Qualificado,Carlos Souza
2024-08-25,Lead 3473,Evento - Workshop,Convertido,Ana Silva
2024-12-09,Lead 3474,Google Ads - Contabilidade PME,Novo,Carlos Souza
2024-06-28,Lead 3475,Evento - Workshop,Qualificado,Ana Silva
2024-03-19,Lead 3476,LinkedIn - BPO,Desqualificado,Ana Silva
2024-09-02,Lead 3477,Orgânico - SEO,Qualificado,Ana Silva
2024-12-27,Lead 3478,Google Ads - Contabilidade PME,Qualificado,N/A
2024-01-04,Lead 3479,Google Ads - Contabilidade PME,Convertido,Carlos Souza
2024-12-24,Lead 3480,Instagram - Conteúdo,Novo,Carlos Souza
2024-01-03,Lead 3481,LinkedIn - BPO,Novo,Ana Silva
2024-10-24,Lead 3482,Evento - Workshop,Novo,Ana Silva
2024-03-02,Lead 3483,Orgânico - SEO,Desqualificado,Carlos Souza
2024-08-10,Lead 3484,Orgânico - SEO,Convertido,Carlos Souza
2024-03-27,Lead 3485,Evento - Workshop,Qualificado,Ana Silva
2024-03-17,Lead 3486,Evento - Workshop,Qualificado,Carlos Souza
2024-04-02,Lead 3487,Orgânico - SEO,Desqualificado,Ana Silva
2024-02-14,Lead 3488,Google Ads - Contabilidade PME,Em contato,Carlos Souza
2024-08-25,Lead 3489,Instagram - Conteúdo,Convertido,N/A
2024-08-02,Lead 3490,LinkedIn - BPO,Desqualificado,N/A
2024-09-19,Lead 3491,Evento - Workshop,Convertido,N/A
2024-11-02,Lead 3492,Orgânico - SEO,Novo,N/A
2024-05-25,Lead 3493,LinkedIn - BPO,Em contato,N/A
2024-06-21,Lead 3494,LinkedIn - BPO,Convertido,N/A
2024-01-15,Lead 3495,Google Ads - Contabilidade PME,Desqualificado,N/A
2024-11-10,Lead 3496,Google Ads - Contabilidade PME,Em contato,Carlos Souza
2024-05-10,Lead 3497,Google Ads - Contabilidade PME,Desqualificado,Ana Silva
2024-10-24,Lead 3498,Instagram - Conteúdo,Em contato,Carlos Souza
2024-03-13,Lead 3499,Instagram - Conteúdo,Novo,N/A
2024-09-16,Lead 3500,Google Ads - Contabilidade PME,Em contato,Carlos Souza
2024-09-07,Lead 3501,Google Ads - Contabilidade PME,Novo,Ana Silva
2024-09-02,Lead 3502,Instagram - Conteúdo,Novo,Carlos Souza
2024-06-20,Lead 3503,Instagram - Conteúdo,Qualificado,Carlos Souza
2024-05-27,Lead 3504,LinkedIn - BPO,Convertido,N/A
2024-08-08,Lead 3505,Instagram - Conteúdo,Convertido,N/A
2024-08-12,Lead 3506,Orgânico - SEO,Convertido,Ana Silva
2024-08-28,Lead 3507,Google Ads - Contabilidade PME,Novo,N/A
2024-09-26,Lead 3508,LinkedIn - BPO,Desqualificado,Carlos Souza
2024-05-23,Lead 3509,LinkedIn - BPO,Desqualificado,Carlos Souza
2024-03-02,Lead 3510,Evento - Workshop,Em contato,Ana Silva
2024-03-25,Lead 3511,Instagram - Conteúdo,Em contato,Ana Silva
2024-01-20,Lead 3512,Instagram - Conteúdo,Qualificado,Ana Silva
2024-05-05,Lead 3513,Evento - Workshop,Novo,Carlos Souza
2024-09-02,Lead 3514,Google Ads - Contabilidade PME,Convertido,Carlos Souza
2024-08-08,Lead 3515,Google Ads - Contabilidade PME,Novo,N/A
2024-10-27,Lead 3516,Instagram - Conteúdo,Qualificado,Ana Silva
2024-10-20,Lead 3517,Google Ads - Contabilidade PME,Qualificado,Carlos Souza
2024-04-16,Lead 3518,Instagram - Conteúdo,Novo,N/A
2024-04-03,Lead 3519,Evento - Workshop,Qualificado,Ana Silva
2024-08-13,Lead 3520,Google Ads - Contabilidade PME,Em contato,Ana Silva
2024-04-03,Lead 3521,Google Ads - Contabilidade PME,Convertido,Carlos Souza
2024-08-04,Lead 3522,Instagram - Conteúdo,Convertido,N/A
2024-06-28,Lead 3523,LinkedIn - BPO,Novo,Ana Silva
2024-08-17,Lead 3524,Instagram - Conteúdo,Em contato,Carlos Souza
2024-03-04,Lead 3525,Instagram - Conteúdo,Qualificado,Ana Silva
2024-03-18,Lead 3526,Orgânico - SEO,Convertido,N/A
2024-04-25,Lead 3527,Google Ads - Contabilidade PME,Desqualificado,N/A
2024-06-01,Lead 3528,LinkedIn - BPO,Convertido,Carlos Souza
2024-03-17,Lead 3529,Google Ads - Contabilidade PME,Qualificado,N/A
2024-06-07,Lead 3530,Google Ads - Contabilidade PME,Qualificado,Ana Silva
2024-10-25,Lead 3531,LinkedIn - BPO,Convertido,Ana Silva
2024-03-03,Lead 3532,Instagram - Conteúdo,Em contato,N/A
2024-06-21,Lead 3533,LinkedIn - BPO,Convertido,Carlos Souza
2024-01-21,Lead 3534,Evento - Workshop,Em contato,N/A
2024-11-21,Lead 3535,Orgânico - SEO,Qualificado,Carlos Souza
2024-04-11,Lead 3536,LinkedIn - BPO,Convertido,Ana Silva
2024-05-24,Lead 3537,LinkedIn - BPO,Novo,Ana Silva
2024-03-19,Lead 3538,LinkedIn - BPO,Desqualificado,Ana Silva
2024-07-12,Lead 3539,Instagram - Conteúdo,Convertido,Ana Silva
2024-10-24,Lead 3540,Google Ads - Contabilidade PME,Novo,N/A
2024-03-06,Lead 3541,Evento - Workshop,Qualificado,N/A
2024-07-04,Lead 3542,LinkedIn - BPO,Novo,N/A
2024-02-06,Lead 3543,Evento - Workshop,Convertido,N/A
2024-01-02,Lead 3544,LinkedIn - BPO,Em contato,N/A
2024-06-19,Lead 3545,Orgânico - SEO,Convertido,Ana Silva
2024-10-17,Lead 3546,Google Ads - Contabilidade PME,Novo,N/A
2024-09-04,Lead 3547,Instagram - Conteúdo,Em contato,N/A
2024-02-06,Lead 3548,Evento - Workshop,Em contato,Carlos Souza
2024-09-26,Lead 3549,LinkedIn - BPO,Convertido,Carlos Souza
2024-06-21,Lead 3550,Orgânico - SEO,Novo,Carlos Souza
2024-03-13,Lead 3551,Google Ads - Contabilidade PME,Convertido,N/A
2024-12-19,Lead 3552,Evento - Workshop,Qualificado,Ana Silva
2024-01-20,Lead 3553,Orgânico - SEO,Convertido,Carlos Souza
2024-08-28,Lead 3554,Google Ads - Contabilidade PME,Qualificado,Carlos Souza
2024-05-14,Lead 3555,LinkedIn - BPO,Novo,Ana Silva
2024-10-03,Lead 3556,Instagram - Conteúdo,Qualificado,Carlos Souza
2024-05-21,Lead 3557,Instagram - Conteúdo,Desqualificado,Ana Silva
2024-05-04,Lead 3558,Orgânico - SEO,Convertido,N/A
2024-02-10,Lead 3559,Orgânico - SEO,Convertido,N/A
2024-07-01,Lead 3560,Orgânico - SEO,Novo,Carlos Souza
2024-06-20,Lead 3561,Orgânico - SEO,Convertido,N/A
2024-03-04,Lead 3562,Google Ads - Contabilidade PME,Novo,Ana Silva
2024-11-09,Lead 3563,Evento - Workshop,Convertido,Ana Silva
2024-06-14,Lead 3564,Evento - Workshop,Qualificado,N/A
2024-06-13,Lead 3565,Orgânico - SEO,Qualificado,Ana Silva
2024-02-04,Lead 3566,Google Ads - Contabilidade PME,Convertido,Carlos Souza
2024-12-10,Lead 3567,Google Ads - Contabilidade PME,Desqualificado,N/A
2024-11-12,Lead 3568,Orgânico - SEO,Convertido,Ana Silva
2024-08-21,Lead 3569,Orgânico - SEO,Convertido,N/A
2024-04-17,Lead 3570,Instagram - Conteúdo,Novo,Ana Silva
2024-07-21,Lead 3571,Google Ads - Contabilidade PME,Qualificado,Ana Silva
2024-03-11,Lead 3572,LinkedIn - BPO,Desqualificado,Carlos Souza
2024-10-02,Lead 3573,Evento - Workshop,Desqualificado,Ana Silva
2024-08-09,Lead 3574,Evento - Workshop,Desqualificado,Ana Silva
2024-07-14,Lead 3575,LinkedIn - BPO,Novo,Carlos Souza
2024-06-03,Lead 3576,Instagram - Conteúdo,Qualificado,N/A
2024-12-20,Lead 3577,LinkedIn - BPO,Qualificado,N/A
2024-11-09,Lead 3578,Evento - Workshop,Qualificado,Carlos Souza
2024-08-25,Lead 3579,Evento - Workshop,Convertido,Carlos Souza
2024-05-28,Lead 3580,Orgânico - SEO,Qualificado,N/A
2024-02-08,Lead 3581,Evento - Workshop,Qualificado,Carlos Souza
2024-09-04,Lead 3582,Google Ads - Contabilidade PME,Desqualificado,Ana Silva
2024-11-16,Lead 3583,Google Ads - Contabilidade PME,Em contato,Ana Silva
2024-11-13,Lead 3584,Instagram - Conteúdo,Desqualificado,N/A
2024-02-14,Lead 3585,Evento - Workshop,Em contato,Carlos Souza
2024-11-25,Lead 3586,Google Ads - Contabilidade PME,Qualificado,Carlos Souza
2024-03-23,Lead 3587,LinkedIn - BPO,Novo,Ana Silva
2024-06-16,Lead 3588,Instagram - Conteúdo,Qualificado,Carlos Souza
2024-03-19,Lead 3589,Orgânico - SEO,Em contato,N/A
2024-01-10,Lead 3590,Google Ads - Contabilidade PME,Qualificado,Carlos Souza
2024-09-06,Lead 3591,Google Ads - Contabilidade PME,Novo,N/A
2024-08-26,Lead 3592,Orgânico - SEO,Convertido,Carlos Souza
2024-09-19,Lead 3593,Instagram - Conteúdo,Em contato,Ana Silva
2024-02-14,Lead 3594,Instagram - Conteúdo,Qualificado,N/A
2024-02-12,Lead 3595,LinkedIn - BPO,Novo,N/A
2024-06-28,Lead 3596,Google Ads - Contabilidade PME,Qualificado,N/A
2024-02-16,Lead 3597,Google Ads - Contabilidade PME,Novo,Carlos Souza
2024-08-15,Lead 3598,Evento - Workshop,Desqualificado,Carlos Souza
2024-06-03,Lead 3599,Google Ads - Contabilidade PME,Convertido,N/A
2024-01-25,Lead 3600,Orgânico - SEO,Novo,N/A
2024-11-26,Lead 3601,Google Ads - Contabilidade PME,Novo,N/A
2024-03-24,Lead 3602,Google Ads - Contabilidade PME,Em contato,N/A
2024-07-10,Lead 3603,Evento - Workshop,Em contato,Ana Silva
2024-11-06,Lead 3604,Orgânico - SEO,Em contato,Ana Silva
2024-08-07,Lead 3605,Google Ads - Contabilidade PME,Em contato,N/A
2024-06-05,Lead 3606,LinkedIn - BPO,Em contato,Ana Silva
2024-08-10,Lead 3607,Instagram - Conteúdo,Convertido,Carlos Souza
2024-03-06,Lead 3608,Orgânico - SEO,Desqualificado,Carlos Souza
2024-10-21,Lead 3609,Instagram - Conteúdo,Em contato,Ana Silva
2024-08-20,Lead 3610,Evento - Workshop,Em contato,Carlos Souza
2024-05-06,Lead 3611,LinkedIn - BPO,Em contato,N/A
2024-08-17,Lead 3612,Orgânico - SEO,Em contato,Ana Silva
2024-02-25,Lead 3613,Orgânico - SEO,Convertido,Ana Silva
2024-12-23,Lead 3614,Instagram - Conteúdo,Em contato,N/A
2024-03-18,Lead 3615,Google Ads - Contabilidade PME,Desqualificado,Carlos Souza
2024-10-20,Lead 3616,Evento - Workshop,Qualificado,Carlos Souza
2024-12-28,Lead 3617,Evento - Workshop,Convertido,Ana Silva
2024-08-12,Lead 3618,Evento - Workshop,Qualificado,Carlos Souza
2024-05-17,Lead 3619,Evento - Workshop,Convertido,N/A
2024-12-26,Lead 3620,Instagram - Conteúdo,Qualificado,Ana Silva
2024-02-03,Lead 3621,Evento - Workshop,Em contato,N/A
2024-05-24,Lead 3622,Google Ads - Contabilidade PME,Em contato,Carlos Souza
2024-09-24,Lead 3623,LinkedIn - BPO,Novo,Ana Silva
2024-05-10,Lead 3624,Orgânico - SEO,Em contato,Carlos Souza
2024-07-22,Lead 3625,Google Ads - Contabilidade PME,Desqualificado,N/A
2024-09-27,Lead 3626,Instagram - Conteúdo,Desqualificado,N/A
2024-05-09,Lead 3627,Evento - Workshop,Convertido,Carlos Souza
2024-03-09,Lead 3628,Evento - Workshop,Em contato,N/A
2024-04-20,Lead 3629,Evento - Workshop,Convertido,N/A
2024-01-06,Lead 3630,Google Ads - Contabilidade PME,Convertido,Ana Silva
2024-12-09,Lead 3631,Evento - Workshop,Qualificado,N/A
2024-06-08,Lead 3632,LinkedIn - BPO,Em contato,N/A
2024-09-27,Lead 3633,LinkedIn - BPO,Novo,Carlos Souza
2024-06-09,Lead 3634,LinkedIn - BPO,Em contato,N/A
2024-11-15,Lead 3635,LinkedIn - BPO,Convertido,N/A
2024-10-27,Lead 3636,Orgânico - SEO,Qualificado,Ana Silva
2024-07-15,Lead 3637,LinkedIn - BPO,Novo,N/A
2024-03-21,Lead 3638,Instagram - Conteúdo,Novo,Carlos Souza
2024-03-14,Lead 3639,Google Ads - Contabilidade PME,Qualificado,N/A
2024-06-23,Lead 3640,Evento - Workshop,Em contato,N/A
2024-12-12,Lead 3641,LinkedIn - BPO,Desqualificado,Ana Silva
2024-12-02,Lead 3642,Google Ads - Contabilidade PME,Convertido,Ana Silva
2024-01-05,Lead 3643,LinkedIn - BPO,Novo,Carlos Souza
2024-10-17,Lead 3644,Google Ads - Contabilidade PME,Convertido,Ana Silva
2024-03-13,Lead 3645,Instagram - Conteúdo,Qualificado,N/A
2024-08-21,Lead 3646,Instagram - Conteúdo,Em contato,Carlos Souza
2024-06-14,Lead 3647,Orgânico - SEO,Novo,Ana Silva
2024-02-27,Lead 3648,Google Ads - Contabilidade PME,Qualificado,Ana Silva
2024-07-16,Lead 3649,LinkedIn - BPO,Convertido,Ana Silva
2024-03-08,Lead 3650,Evento - Workshop,Qualificado,N/A
2024-10-09,Lead 3651,Google Ads - Contabilidade PME,Em contato,Ana Silva
2024-07-24,Lead 3652,Orgânico - SEO,Novo,Ana Silva
2024-06-03,Lead 3653,Orgânico - SEO,Qualificado,Carlos Souza
2024-03-18,Lead 3654,Google Ads - Contabilidade PME,Qualificado,Carlos Souza
2024-10-22,Lead 3655,LinkedIn - BPO,Convertido,Carlos Souza
2024-02-28,Lead 3656,LinkedIn - BPO,Convertido,Ana Silva
2024-03-17,Lead 3657,Orgânico - SEO,Em contato,Carlos Souza
2024-02-25,Lead 3658,Google Ads - Contabilidade PME,Novo,Ana Silva
2024-05-15,Lead 3659,Instagram - Conteúdo,Desqualificado,Ana Silva
2024-02-12,Lead 3660,LinkedIn - BPO,Qualificado,Carlos Souza
2024-08-02,Lead 3661,LinkedIn - BPO,Novo,N/A
2024-06-09,Lead 3662,Orgânico - SEO,Qualificado,Carlos Souza
2024-09-22,Lead 3663,Evento - Workshop,Convertido,N/A
2024-09-18,Lead 3664,LinkedIn - BPO,Desqualificado,N/A
2024-03-11,Lead 3665,Evento - Workshop,Em contato,Carlos Souza
2024-09-02,Lead 3666,Instagram - Conteúdo,Desqualificado,Carlos Souza
2024-06-12,Lead 3667,Instagram - Conteúdo,Em contato,Carlos Souza
2024-03-27,Lead 3668,LinkedIn - BPO,Desqualificado,Ana Silva
2024-03-24,Lead 3669,Google Ads - Contabilidade PME,Novo,N/A
2024-04-16,Lead 3670,Google Ads - Contabilidade PME,Qualificado,Carlos Souza
2024-01-21,Lead 3671,Evento - Workshop,Qualificado,Carlos Souza
2024-11-12,Lead 3672,Instagram - Conteúdo,Convertido,N/A
2024-02-20,Lead 3673,Orgânico - SEO,Qualificado,N/A
2024-09-09,Lead 3674,Orgânico - SEO,Desqualificado,Carlos Souza
2024-08-05,Lead 3675,Instagram - Conteúdo,Desqualificado,Ana Silva
2024-07-25,Lead 3676,Google Ads - Contabilidade PME,Qualificado,N/A
2024-04-04,Lead 3677,Evento - Workshop,Em contato,Carlos Souza
2024-03-23,Lead 3678,Instagram - Conteúdo,Novo,N/A
2024-12-16,Lead 3679,LinkedIn - BPO,Convertido,Carlos Souza
2024-05-09,Lead 3680,LinkedIn - BPO,Desqualificado,Carlos Souza
2024-10-06,Lead 3681,LinkedIn - BPO,Qualificado,Ana Silva
2024-09-13,Lead 3682,Evento - Workshop,Qualificado,N/A
2024-09-07,Lead 3683,Orgânico - SEO,Qualificado,N/A
2024-09-27,Lead 3684,Evento - Workshop,Em contato,Carlos Souza
2024-10-22,Lead 3685,Google Ads - Contabilidade PME,Convertido,Ana Silva
2024-02-06,Lead 3686,Instagram - Conteúdo,Em contato,Carlos Souza
2024-02-19,Lead 3687,LinkedIn - BPO,Desqualificado,Ana Silva
2024-06-18,Lead 3688,Evento - Workshop,Convertido,Carlos Souza
2024-01-27,Lead 3689,Evento - Workshop,Novo,Ana Silva
2024-12-09,Lead 3690,Orgânico - SEO,Novo,N/A
2024-12-25,Lead 3691,LinkedIn - BPO,Desqualificado,Ana Silva
2024-04-18,Lead 3692,LinkedIn - BPO,Qualificado,N/A
2024-03-09,Lead 3693,Evento - Workshop,Em contato,Carlos Souza
2024-01-02,Lead 3694,Evento - Workshop,Qualificado,Carlos Souza
2024-09-01,Lead 3695,Evento - Workshop,Convertido,N/A
2024-06-17,Lead 3696,Google Ads - Contabilidade PME,Convertido,N/A
2024-08-10,Lead 3697,Instagram - Conteúdo,Convertido,Carlos Souza
2024-04-11,Lead 3698,Instagram - Conteúdo,Desqualificado,Carlos Souza
2024-05-02,Lead 3699,Google Ads - Contabilidade PME,Desqualificado,Carlos Souza
2024-05-12,Lead 3700,Instagram - Conteúdo,Desqualificado,Carlos Souza
2024-05-01,Lead 3701,Google Ads - Contabilidade PME,Em contato,Carlos Souza
2024-06-17,Lead 3702,Orgânico - SEO,Convertido,Carlos Souza
2024-05-03,Lead 3703,Orgânico - SEO,Em contato,Carlos Souza
2024-08-17,Lead 3704,LinkedIn - BPO,Qualificado,N/A
2024-02-22,Lead 3705,Orgânico - SEO,Qualificado,N/A
2024-09-03,Lead 3706,Instagram - Conteúdo,Em contato,Carlos Souza
2024-12-03,Lead 3707,Orgânico - SEO,Novo,N/A
2024-11-19,Lead 3708,Evento - Workshop,Novo,Ana Silva
2024-03-17,Lead 3709,Orgânico - SEO,Desqualificado,Ana Silva
2024-10-27,Lead 3710,Google Ads - Contabilidade PME,Em contato,N/A
2024-02-26,Lead 3711,LinkedIn - BPO,Convertido,N/A
2024-07-11,Lead 3712,LinkedIn - BPO,Desqualificado,Carlos Souza
2024-06-23,Lead 3713,LinkedIn - BPO,Convertido,Ana Silva
2024-08-01,Lead 3714,Instagram - Conteúdo,Convertido,N/A
